species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Mycobacterium_tuberculosis_h37rv	83332	Rv3620c	CCP46443	CCP46443	AL123456	CCP46443
Mycobacterium_tuberculosis_h37rv	83332	Rv3621c	CCP46444	CCP46444	AL123456	CCP46444
Mycobacterium_tuberculosis_h37rv	83332	Rv3622c	CCP46445	CCP46445	AL123456	CCP46445
Mycobacterium_tuberculosis_h37rv	83332	Rv3623	CCP46446	CCP46446	AL123456	CCP46446
Mycobacterium_tuberculosis_h37rv	83332	Rv3624c	CCP46447	CCP46447	AL123456	CCP46447
Mycobacterium_tuberculosis_h37rv	83332	Rv3625c	CCP46448	CCP46448	AL123456	CCP46448
Mycobacterium_tuberculosis_h37rv	83332	Rv3626c	CCP46449	CCP46449	AL123456	CCP46449
Mycobacterium_tuberculosis_h37rv	83332	Rv3627c	CCP46450	CCP46450	AL123456	CCP46450
Mycobacterium_tuberculosis_h37rv	83332	Rv3628	CCP46451	CCP46451	AL123456	CCP46451
Mycobacterium_tuberculosis_h37rv	83332	Rv3629c	CCP46452	CCP46452	AL123456	CCP46452
Mycobacterium_tuberculosis_h37rv	83332	Rv3630	CCP46453	CCP46453	AL123456	CCP46453
Mycobacterium_tuberculosis_h37rv	83332	Rv3631	CCP46454	CCP46454	AL123456	CCP46454
Mycobacterium_tuberculosis_h37rv	83332	Rv3632	CCP46455	CCP46455	AL123456	CCP46455
Mycobacterium_tuberculosis_h37rv	83332	Rv3633	CCP46456	CCP46456	AL123456	CCP46456
Mycobacterium_tuberculosis_h37rv	83332	Rv3634c	CCP46457	CCP46457	AL123456	CCP46457
Mycobacterium_tuberculosis_h37rv	83332	Rv3635	CCP46458	CCP46458	AL123456	CCP46458
Mycobacterium_tuberculosis_h37rv	83332	Rv3636	CCP46459	CCP46459	AL123456	CCP46459
Mycobacterium_tuberculosis_h37rv	83332	Rv3637	CCP46460	CCP46460	AL123456	CCP46460
Mycobacterium_tuberculosis_h37rv	83332	Rv3638	CCP46461	CCP46461	AL123456	CCP46461
Mycobacterium_tuberculosis_h37rv	83332	Rv3639c	CCP46462	CCP46462	AL123456	CCP46462
Mycobacterium_tuberculosis_h37rv	83332	Rv3640c	CCP46463	CCP46463	AL123456	CCP46463
Mycobacterium_tuberculosis_h37rv	83332	Rv3641c	CCP46464	CCP46464	AL123456	CCP46464
Mycobacterium_tuberculosis_h37rv	83332	Rv3642c	CCP46465	CCP46465	AL123456	CCP46465
Mycobacterium_tuberculosis_h37rv	83332	Rv3643	CCP46466	CCP46466	AL123456	CCP46466
Mycobacterium_tuberculosis_h37rv	83332	Rv3644c	CCP46467	CCP46467	AL123456	CCP46467
Mycobacterium_tuberculosis_h37rv	83332	Rv3645	CCP46468	CCP46468	AL123456	CCP46468
Mycobacterium_tuberculosis_h37rv	83332	Rv3646c	CCP46469	CCP46469	AL123456	CCP46469
Mycobacterium_tuberculosis_h37rv	83332	Rv3647c	CCP46470	CCP46470	AL123456	CCP46470
Mycobacterium_tuberculosis_h37rv	83332	Rv3648c	CCP46471	CCP46471	AL123456	CCP46471
Mycobacterium_tuberculosis_h37rv	83332	Rv3649	CCP46472	CCP46472	AL123456	CCP46472
Mycobacterium_tuberculosis_h37rv	83332	Rv3650	CCP46473	CCP46473	AL123456	CCP46473
Mycobacterium_tuberculosis_h37rv	83332	Rv3651	CCP46474	CCP46474	AL123456	CCP46474
Mycobacterium_tuberculosis_h37rv	83332	Rv3652	CCP46475	CCP46475	AL123456	CCP46475
Mycobacterium_tuberculosis_h37rv	83332	Rv3653	CCP46476	CCP46476	AL123456	CCP46476
Mycobacterium_tuberculosis_h37rv	83332	Rv3654c	CCP46477	CCP46477	AL123456	CCP46477
Mycobacterium_tuberculosis_h37rv	83332	Rv3655c	CCP46478	CCP46478	AL123456	CCP46478
Mycobacterium_tuberculosis_h37rv	83332	Rv3656c	CCP46479	CCP46479	AL123456	CCP46479
Mycobacterium_tuberculosis_h37rv	83332	Rv3657c	CCP46480	CCP46480	AL123456	CCP46480
Mycobacterium_tuberculosis_h37rv	83332	Rv3658c	CCP46481	CCP46481	AL123456	CCP46481
Mycobacterium_tuberculosis_h37rv	83332	Rv3659c	CCP46482	CCP46482	AL123456	CCP46482
Mycobacterium_tuberculosis_h37rv	83332	Rv3660c	CCP46483	CCP46483	AL123456	CCP46483
Mycobacterium_tuberculosis_h37rv	83332	Rv3661	CCP46484	CCP46484	AL123456	CCP46484
Mycobacterium_tuberculosis_h37rv	83332	Rv3662c	CCP46485	CCP46485	AL123456	CCP46485
Mycobacterium_tuberculosis_h37rv	83332	Rv3663c	CCP46486	CCP46486	AL123456	CCP46486
Mycobacterium_tuberculosis_h37rv	83332	Rv3664c	CCP46487	CCP46487	AL123456	CCP46487
Mycobacterium_tuberculosis_h37rv	83332	Rv3665c	CCP46488	CCP46488	AL123456	CCP46488
Mycobacterium_tuberculosis_h37rv	83332	Rv3666c	CCP46489	CCP46489	AL123456	CCP46489
Mycobacterium_tuberculosis_h37rv	83332	Rv3667	CCP46490	CCP46490	AL123456	CCP46490
Mycobacterium_tuberculosis_h37rv	83332	Rv3668c	CCP46491	CCP46491	AL123456	CCP46491
Mycobacterium_tuberculosis_h37rv	83332	Rv3669	CCP46492	CCP46492	AL123456	CCP46492
Mycobacterium_tuberculosis_h37rv	83332	Rv3670	CCP46493	CCP46493	AL123456	CCP46493
Mycobacterium_tuberculosis_h37rv	83332	Rv3671c	CCP46494	CCP46494	AL123456	CCP46494
Mycobacterium_tuberculosis_h37rv	83332	Rv3672c	CCP46495	CCP46495	AL123456	CCP46495
Mycobacterium_tuberculosis_h37rv	83332	Rv3673c	CCP46496	CCP46496	AL123456	CCP46496
Mycobacterium_tuberculosis_h37rv	83332	Rv3674c	CCP46497	CCP46497	AL123456	CCP46497
Mycobacterium_tuberculosis_h37rv	83332	Rv3675	CCP46498	CCP46498	AL123456	CCP46498
Mycobacterium_tuberculosis_h37rv	83332	Rv3676	CCP46499	CCP46499	AL123456	CCP46499
Mycobacterium_tuberculosis_h37rv	83332	Rv3677c	CCP46500	CCP46500	AL123456	CCP46500
Mycobacterium_tuberculosis_h37rv	83332	Rv3678A	CCP46502	CCP46502	AL123456	CCP46502
Mycobacterium_tuberculosis_h37rv	83332	Rv3678c	CCP46501	CCP46501	AL123456	CCP46501
Mycobacterium_tuberculosis_h37rv	83332	Rv3679	CCP46503	CCP46503	AL123456	CCP46503
Mycobacterium_tuberculosis_h37rv	83332	Rv3680	CCP46504	CCP46504	AL123456	CCP46504
Mycobacterium_tuberculosis_h37rv	83332	Rv3681c	CCP46505	CCP46505	AL123456	CCP46505
Mycobacterium_tuberculosis_h37rv	83332	Rv3682	CCP46506	CCP46506	AL123456	CCP46506
Mycobacterium_tuberculosis_h37rv	83332	Rv3683	CCP46507	CCP46507	AL123456	CCP46507
Mycobacterium_tuberculosis_h37rv	83332	Rv3684	CCP46508	CCP46508	AL123456	CCP46508
Mycobacterium_tuberculosis_h37rv	83332	Rv3685c	CCP46509	CCP46509	AL123456	CCP46509
Mycobacterium_tuberculosis_h37rv	83332	Rv3686c	CCP46510	CCP46510	AL123456	CCP46510
Mycobacterium_tuberculosis_h37rv	83332	Rv3687c	CCP46511	CCP46511	AL123456	CCP46511
Mycobacterium_tuberculosis_h37rv	83332	Rv3688c	CCP46512	CCP46512	AL123456	CCP46512
Mycobacterium_tuberculosis_h37rv	83332	Rv3689	CCP46513	CCP46513	AL123456	CCP46513
Mycobacterium_tuberculosis_h37rv	83332	Rv3690	CCP46514	CCP46514	AL123456	CCP46514
Mycobacterium_tuberculosis_h37rv	83332	Rv3691	CCP46515	CCP46515	AL123456	CCP46515
Mycobacterium_tuberculosis_h37rv	83332	Rv3692	CCP46516	CCP46516	AL123456	CCP46516
Mycobacterium_tuberculosis_h37rv	83332	Rv3693	CCP46517	CCP46517	AL123456	CCP46517
Mycobacterium_tuberculosis_h37rv	83332	Rv3694c	CCP46518	CCP46518	AL123456	CCP46518
Mycobacterium_tuberculosis_h37rv	83332	Rv3695	CCP46519	CCP46519	AL123456	CCP46519
Mycobacterium_tuberculosis_h37rv	83332	Rv3696c	CCP46520	CCP46520	AL123456	CCP46520
Mycobacterium_tuberculosis_h37rv	83332	Rv3697A	CCP46522	CCP46522	AL123456	CCP46522
Mycobacterium_tuberculosis_h37rv	83332	Rv3697c	CCP46521	CCP46521	AL123456	CCP46521
Mycobacterium_tuberculosis_h37rv	83332	Rv3698	CCP46523	CCP46523	AL123456	CCP46523
Mycobacterium_tuberculosis_h37rv	83332	Rv3699	CCP46524	CCP46524	AL123456	CCP46524
Mycobacterium_tuberculosis_h37rv	83332	Rv3700c	CCP46525	CCP46525	AL123456	CCP46525
Mycobacterium_tuberculosis_h37rv	83332	Rv3701c	CCP46526	CCP46526	AL123456	CCP46526
Mycobacterium_tuberculosis_h37rv	83332	Rv3702c	CCP46527	CCP46527	AL123456	CCP46527
Mycobacterium_tuberculosis_h37rv	83332	Rv3703c	CCP46528	CCP46528	AL123456	CCP46528
Mycobacterium_tuberculosis_h37rv	83332	Rv3704c	CCP46529	CCP46529	AL123456	CCP46529
Mycobacterium_tuberculosis_h37rv	83332	Rv3705A	CCP46531	CCP46531	AL123456	CCP46531
Mycobacterium_tuberculosis_h37rv	83332	Rv3705c	CCP46530	CCP46530	AL123456	CCP46530
Mycobacterium_tuberculosis_h37rv	83332	Rv3706c	CCP46532	CCP46532	AL123456	CCP46532
Mycobacterium_tuberculosis_h37rv	83332	Rv3707c	CCP46533	CCP46533	AL123456	CCP46533
Mycobacterium_tuberculosis_h37rv	83332	Rv3708c	CCP46534	CCP46534	AL123456	CCP46534
Mycobacterium_tuberculosis_h37rv	83332	Rv3709c	CCP46535	CCP46535	AL123456	CCP46535
Mycobacterium_tuberculosis_h37rv	83332	Rv3710	CCP46536	CCP46536	AL123456	CCP46536
Mycobacterium_tuberculosis_h37rv	83332	Rv3711c	CCP46537	CCP46537	AL123456	CCP46537
Mycobacterium_tuberculosis_h37rv	83332	Rv3712	CCP46538	CCP46538	AL123456	CCP46538
Mycobacterium_tuberculosis_h37rv	83332	Rv3713	CCP46539	CCP46539	AL123456	CCP46539
Mycobacterium_tuberculosis_h37rv	83332	Rv3714c	CCP46540	CCP46540	AL123456	CCP46540
Mycobacterium_tuberculosis_h37rv	83332	Rv3715c	CCP46541	CCP46541	AL123456	CCP46541
Mycobacterium_tuberculosis_h37rv	83332	Rv3716c	CCP46542	CCP46542	AL123456	CCP46542
Mycobacterium_tuberculosis_h37rv	83332	Rv3717	CCP46543	CCP46543	AL123456	CCP46543
Mycobacterium_tuberculosis_h37rv	83332	Rv3718c	CCP46544	CCP46544	AL123456	CCP46544
Mycobacterium_tuberculosis_h37rv	83332	Rv3719	CCP46545	CCP46545	AL123456	CCP46545
Mycobacterium_tuberculosis_h37rv	83332	Rv3720	CCP46546	CCP46546	AL123456	CCP46546
Mycobacterium_tuberculosis_h37rv	83332	Rv3721c	CCP46547	CCP46547	AL123456	CCP46547
Mycobacterium_tuberculosis_h37rv	83332	Rv3722c	CCP46548	CCP46548	AL123456	CCP46548
Mycobacterium_tuberculosis_h37rv	83332	Rv3723	CCP46549	CCP46549	AL123456	CCP46549
Mycobacterium_tuberculosis_h37rv	83332	Rv3724A	CCP46550	CCP46550	AL123456	CCP46550
Mycobacterium_tuberculosis_h37rv	83332	Rv3724B	CCP46551	CCP46551	AL123456	CCP46551
Mycobacterium_tuberculosis_h37rv	83332	Rv3725	CCP46552	CCP46552	AL123456	CCP46552
Mycobacterium_tuberculosis_h37rv	83332	Rv3726	CCP46553	CCP46553	AL123456	CCP46553
Mycobacterium_tuberculosis_h37rv	83332	Rv3727	CCP46554	CCP46554	AL123456	CCP46554
Mycobacterium_tuberculosis_h37rv	83332	Rv3728	CCP46555	CCP46555	AL123456	CCP46555
Mycobacterium_tuberculosis_h37rv	83332	Rv3729	CCP46556	CCP46556	AL123456	CCP46556
Mycobacterium_tuberculosis_h37rv	83332	Rv3730c	CCP46557	CCP46557	AL123456	CCP46557
Mycobacterium_tuberculosis_h37rv	83332	Rv3731	CCP46558	CCP46558	AL123456	CCP46558
Mycobacterium_tuberculosis_h37rv	83332	Rv3732	CCP46559	CCP46559	AL123456	CCP46559
Mycobacterium_tuberculosis_h37rv	83332	Rv3733c	CCP46560	CCP46560	AL123456	CCP46560
Mycobacterium_tuberculosis_h37rv	83332	Rv3734c	CCP46561	CCP46561	AL123456	CCP46561
Mycobacterium_tuberculosis_h37rv	83332	Rv3735	CCP46562	CCP46562	AL123456	CCP46562
Mycobacterium_tuberculosis_h37rv	83332	Rv3736	CCP46563	CCP46563	AL123456	CCP46563
Mycobacterium_tuberculosis_h37rv	83332	Rv3737	CCP46564	CCP46564	AL123456	CCP46564
Mycobacterium_tuberculosis_h37rv	83332	Rv3738c	CCP46565	CCP46565	AL123456	CCP46565
Mycobacterium_tuberculosis_h37rv	83332	Rv3739c	CCP46566	CCP46566	AL123456	CCP46566
Mycobacterium_tuberculosis_h37rv	83332	Rv3740c	CCP46567	CCP46567	AL123456	CCP46567
Mycobacterium_tuberculosis_h37rv	83332	Rv3741c	CCP46568	CCP46568	AL123456	CCP46568
Mycobacterium_tuberculosis_h37rv	83332	Rv3742c	CCP46569	CCP46569	AL123456	CCP46569
Mycobacterium_tuberculosis_h37rv	83332	Rv3743c	CCP46570	CCP46570	AL123456	CCP46570
Mycobacterium_tuberculosis_h37rv	83332	Rv3744	CCP46571	CCP46571	AL123456	CCP46571
Mycobacterium_tuberculosis_h37rv	83332	Rv3745c	CCP46572	CCP46572	AL123456	CCP46572
Mycobacterium_tuberculosis_h37rv	83332	Rv3746c	CCP46573	CCP46573	AL123456	CCP46573
Mycobacterium_tuberculosis_h37rv	83332	Rv3747	CCP46574	CCP46574	AL123456	CCP46574
Mycobacterium_tuberculosis_h37rv	83332	Rv3748	CCP46575	CCP46575	AL123456	CCP46575
Mycobacterium_tuberculosis_h37rv	83332	Rv3749c	CCP46576	CCP46576	AL123456	CCP46576
Mycobacterium_tuberculosis_h37rv	83332	Rv3750c	CCP46577	CCP46577	AL123456	CCP46577
Mycobacterium_tuberculosis_h37rv	83332	Rv3751	CCP46578	CCP46578	AL123456	CCP46578
Mycobacterium_tuberculosis_h37rv	83332	Rv3752c	CCP46579	CCP46579	AL123456	CCP46579
Mycobacterium_tuberculosis_h37rv	83332	Rv3753c	CCP46580	CCP46580	AL123456	CCP46580
Mycobacterium_tuberculosis_h37rv	83332	Rv3754	CCP46581	CCP46581	AL123456	CCP46581
Mycobacterium_tuberculosis_h37rv	83332	Rv3755c	CCP46582	CCP46582	AL123456	CCP46582
Mycobacterium_tuberculosis_h37rv	83332	Rv3756c	CCP46583	CCP46583	AL123456	CCP46583
Mycobacterium_tuberculosis_h37rv	83332	Rv3757c	CCP46584	CCP46584	AL123456	CCP46584
Mycobacterium_tuberculosis_h37rv	83332	Rv3758c	CCP46585	CCP46585	AL123456	CCP46585
Mycobacterium_tuberculosis_h37rv	83332	Rv3759c	CCP46586	CCP46586	AL123456	CCP46586
Mycobacterium_tuberculosis_h37rv	83332	Rv3760	CCP46587	CCP46587	AL123456	CCP46587
Mycobacterium_tuberculosis_h37rv	83332	Rv3761c	CCP46588	CCP46588	AL123456	CCP46588
Mycobacterium_tuberculosis_h37rv	83332	Rv3762c	CCP46589	CCP46589	AL123456	CCP46589
Mycobacterium_tuberculosis_h37rv	83332	Rv3763	CCP46590	CCP46590	AL123456	CCP46590
Mycobacterium_tuberculosis_h37rv	83332	Rv3764c	CCP46591	CCP46591	AL123456	CCP46591
Mycobacterium_tuberculosis_h37rv	83332	Rv3765c	CCP46592	CCP46592	AL123456	CCP46592
Mycobacterium_tuberculosis_h37rv	83332	Rv3766	CCP46593	CCP46593	AL123456	CCP46593
Mycobacterium_tuberculosis_h37rv	83332	Rv3767c	CCP46594	CCP46594	AL123456	CCP46594
Mycobacterium_tuberculosis_h37rv	83332	Rv3768	CCP46595	CCP46595	AL123456	CCP46595
Mycobacterium_tuberculosis_h37rv	83332	Rv3769	CCP46596	CCP46596	AL123456	CCP46596
Mycobacterium_tuberculosis_h37rv	83332	Rv3770A	CCP46598	CCP46598	AL123456	CCP46598
Mycobacterium_tuberculosis_h37rv	83332	Rv3770B	CCP46599	CCP46599	AL123456	CCP46599
Mycobacterium_tuberculosis_h37rv	83332	Rv3770c	CCP46597	CCP46597	AL123456	CCP46597
Mycobacterium_tuberculosis_h37rv	83332	Rv3771c	CCP46600	CCP46600	AL123456	CCP46600
Mycobacterium_tuberculosis_h37rv	83332	Rv3772	CCP46601	CCP46601	AL123456	CCP46601
Mycobacterium_tuberculosis_h37rv	83332	Rv3773c	CCP46602	CCP46602	AL123456	CCP46602
Mycobacterium_tuberculosis_h37rv	83332	Rv3774	CCP46603	CCP46603	AL123456	CCP46603
Mycobacterium_tuberculosis_h37rv	83332	Rv3775	CCP46604	CCP46604	AL123456	CCP46604
Mycobacterium_tuberculosis_h37rv	83332	Rv3776	CCP46605	CCP46605	AL123456	CCP46605
Mycobacterium_tuberculosis_h37rv	83332	Rv3777	CCP46606	CCP46606	AL123456	CCP46606
Mycobacterium_tuberculosis_h37rv	83332	Rv3778c	CCP46607	CCP46607	AL123456	CCP46607
Mycobacterium_tuberculosis_h37rv	83332	Rv3779	CCP46608	CCP46608	AL123456	CCP46608
Mycobacterium_tuberculosis_h37rv	83332	Rv3780	CCP46609	CCP46609	AL123456	CCP46609
Mycobacterium_tuberculosis_h37rv	83332	Rv3781	CCP46610	CCP46610	AL123456	CCP46610
Mycobacterium_tuberculosis_h37rv	83332	Rv3782	CCP46611	CCP46611	AL123456	CCP46611
Mycobacterium_tuberculosis_h37rv	83332	Rv3783	CCP46612	CCP46612	AL123456	CCP46612
Mycobacterium_tuberculosis_h37rv	83332	Rv3784	CCP46613	CCP46613	AL123456	CCP46613
Mycobacterium_tuberculosis_h37rv	83332	Rv3785	CCP46614	CCP46614	AL123456	CCP46614
Mycobacterium_tuberculosis_h37rv	83332	Rv3786c	CCP46615	CCP46615	AL123456	CCP46615
Mycobacterium_tuberculosis_h37rv	83332	Rv3787c	CCP46616	CCP46616	AL123456	CCP46616
Mycobacterium_tuberculosis_h37rv	83332	Rv3788	CCP46617	CCP46617	AL123456	CCP46617
Mycobacterium_tuberculosis_h37rv	83332	Rv3789	CCP46618	CCP46618	AL123456	CCP46618
Mycobacterium_tuberculosis_h37rv	83332	Rv3790	CCP46619	CCP46619	AL123456	CCP46619
Mycobacterium_tuberculosis_h37rv	83332	Rv3791	CCP46620	CCP46620	AL123456	CCP46620
Mycobacterium_tuberculosis_h37rv	83332	Rv3792	CCP46621	CCP46621	AL123456	CCP46621
Mycobacterium_tuberculosis_h37rv	83332	Rv3793	CCP46622	CCP46622	AL123456	CCP46622
Mycobacterium_tuberculosis_h37rv	83332	Rv3794	CCP46623	CCP46623	AL123456	CCP46623
Mycobacterium_tuberculosis_h37rv	83332	Rv3795	CCP46624	CCP46624	AL123456	CCP46624
Mycobacterium_tuberculosis_h37rv	83332	Rv3796	CCP46625	CCP46625	AL123456	CCP46625
Mycobacterium_tuberculosis_h37rv	83332	Rv3797	CCP46626	CCP46626	AL123456	CCP46626
Mycobacterium_tuberculosis_h37rv	83332	Rv3798	CCP46627	CCP46627	AL123456	CCP46627
Mycobacterium_tuberculosis_h37rv	83332	Rv3799c	CCP46628	CCP46628	AL123456	CCP46628
Mycobacterium_tuberculosis_h37rv	83332	Rv3800c	CCP46629	CCP46629	AL123456	CCP46629
Mycobacterium_tuberculosis_h37rv	83332	Rv3801c	CCP46630	CCP46630	AL123456	CCP46630
Mycobacterium_tuberculosis_h37rv	83332	Rv3802c	CCP46631	CCP46631	AL123456	CCP46631
Mycobacterium_tuberculosis_h37rv	83332	Rv3803c	CCP46632	CCP46632	AL123456	CCP46632
Mycobacterium_tuberculosis_h37rv	83332	Rv3804c	CCP46633	CCP46633	AL123456	CCP46633
Mycobacterium_tuberculosis_h37rv	83332	Rv3805c	CCP46634	CCP46634	AL123456	CCP46634
Mycobacterium_tuberculosis_h37rv	83332	Rv3806c	CCP46635	CCP46635	AL123456	CCP46635
Mycobacterium_tuberculosis_h37rv	83332	Rv3807c	CCP46636	CCP46636	AL123456	CCP46636
Mycobacterium_tuberculosis_h37rv	83332	Rv3808c	CCP46637	CCP46637	AL123456	CCP46637
Mycobacterium_tuberculosis_h37rv	83332	Rv3809c	CCP46638	CCP46638	AL123456	CCP46638
Mycobacterium_tuberculosis_h37rv	83332	Rv3810	CCP46639	CCP46639	AL123456	CCP46639
Mycobacterium_tuberculosis_h37rv	83332	Rv3811	CCP46640	CCP46640	AL123456	CCP46640
Mycobacterium_tuberculosis_h37rv	83332	Rv3812	CCP46641	CCP46641	AL123456	CCP46641
Mycobacterium_tuberculosis_h37rv	83332	Rv3813c	CCP46642	CCP46642	AL123456	CCP46642
Mycobacterium_tuberculosis_h37rv	83332	Rv3814c	CCP46643	CCP46643	AL123456	CCP46643
Mycobacterium_tuberculosis_h37rv	83332	Rv3815c	CCP46644	CCP46644	AL123456	CCP46644
Mycobacterium_tuberculosis_h37rv	83332	Rv3816c	CCP46645	CCP46645	AL123456	CCP46645
Mycobacterium_tuberculosis_h37rv	83332	Rv3817	CCP46646	CCP46646	AL123456	CCP46646
Mycobacterium_tuberculosis_h37rv	83332	Rv3818	CCP46647	CCP46647	AL123456	CCP46647
Mycobacterium_tuberculosis_h37rv	83332	Rv3819	CCP46648	CCP46648	AL123456	CCP46648
Mycobacterium_tuberculosis_h37rv	83332	Rv3820c	CCP46649	CCP46649	AL123456	CCP46649
Mycobacterium_tuberculosis_h37rv	83332	Rv3821	CCP46650	CCP46650	AL123456	CCP46650
Mycobacterium_tuberculosis_h37rv	83332	Rv3822	CCP46651	CCP46651	AL123456	CCP46651
Mycobacterium_tuberculosis_h37rv	83332	Rv3823c	CCP46652	CCP46652	AL123456	CCP46652
Mycobacterium_tuberculosis_h37rv	83332	Rv3824c	CCP46653	CCP46653	AL123456	CCP46653
Mycobacterium_tuberculosis_h37rv	83332	Rv3825c	CCP46654	CCP46654	AL123456	CCP46654
Mycobacterium_tuberculosis_h37rv	83332	Rv3826	CCP46655	CCP46655	AL123456	CCP46655
Mycobacterium_tuberculosis_h37rv	83332	Rv3827c	CCP46656	CCP46656	AL123456	CCP46656
Mycobacterium_tuberculosis_h37rv	83332	Rv3828c	CCP46657	CCP46657	AL123456	CCP46657
Mycobacterium_tuberculosis_h37rv	83332	Rv3829c	CCP46658	CCP46658	AL123456	CCP46658
Mycobacterium_tuberculosis_h37rv	83332	Rv3830c	CCP46659	CCP46659	AL123456	CCP46659
Mycobacterium_tuberculosis_h37rv	83332	Rv3831	CCP46660	CCP46660	AL123456	CCP46660
Mycobacterium_tuberculosis_h37rv	83332	Rv3832c	CCP46661	CCP46661	AL123456	CCP46661
Mycobacterium_tuberculosis_h37rv	83332	Rv3833	CCP46662	CCP46662	AL123456	CCP46662
Mycobacterium_tuberculosis_h37rv	83332	Rv3834c	CCP46663	CCP46663	AL123456	CCP46663
Mycobacterium_tuberculosis_h37rv	83332	Rv3835	CCP46664	CCP46664	AL123456	CCP46664
Mycobacterium_tuberculosis_h37rv	83332	Rv3836	CCP46665	CCP46665	AL123456	CCP46665
Mycobacterium_tuberculosis_h37rv	83332	Rv3837c	CCP46666	CCP46666	AL123456	CCP46666
Mycobacterium_tuberculosis_h37rv	83332	Rv3838c	CCP46667	CCP46667	AL123456	CCP46667
Mycobacterium_tuberculosis_h37rv	83332	Rv3839	CCP46668	CCP46668	AL123456	CCP46668
Mycobacterium_tuberculosis_h37rv	83332	Rv3840	CCP46669	CCP46669	AL123456	CCP46669
Mycobacterium_tuberculosis_h37rv	83332	Rv3841	CCP46670	CCP46670	AL123456	CCP46670
Mycobacterium_tuberculosis_h37rv	83332	Rv3842c	CCP46671	CCP46671	AL123456	CCP46671
Mycobacterium_tuberculosis_h37rv	83332	Rv3843c	CCP46672	CCP46672	AL123456	CCP46672
Mycobacterium_tuberculosis_h37rv	83332	Rv3844	CCP46673	CCP46673	AL123456	CCP46673
Mycobacterium_tuberculosis_h37rv	83332	Rv3845	CCP46674	CCP46674	AL123456	CCP46674
Mycobacterium_tuberculosis_h37rv	83332	Rv3846	CCP46675	CCP46675	AL123456	CCP46675
Mycobacterium_tuberculosis_h37rv	83332	Rv3847	CCP46676	CCP46676	AL123456	CCP46676
Mycobacterium_tuberculosis_h37rv	83332	Rv3848	CCP46677	CCP46677	AL123456	CCP46677
Mycobacterium_tuberculosis_h37rv	83332	Rv3849	CCP46678	CCP46678	AL123456	CCP46678
Mycobacterium_tuberculosis_h37rv	83332	Rv3850	CCP46679	CCP46679	AL123456	CCP46679
Mycobacterium_tuberculosis_h37rv	83332	Rv3851	CCP46680	CCP46680	AL123456	CCP46680
Mycobacterium_tuberculosis_h37rv	83332	Rv3852	CCP46681	CCP46681	AL123456	CCP46681
Mycobacterium_tuberculosis_h37rv	83332	Rv3853	CCP46682	CCP46682	AL123456	CCP46682
Mycobacterium_tuberculosis_h37rv	83332	Rv3854c	CCP46683	CCP46683	AL123456	CCP46683
Mycobacterium_tuberculosis_h37rv	83332	Rv3855	CCP46684	CCP46684	AL123456	CCP46684
Mycobacterium_tuberculosis_h37rv	83332	Rv3856c	CCP46685	CCP46685	AL123456	CCP46685
Mycobacterium_tuberculosis_h37rv	83332	Rv3857c	CCP46686	CCP46686	AL123456	CCP46686
Mycobacterium_tuberculosis_h37rv	83332	Rv3858c	CCP46687	CCP46687	AL123456	CCP46687
Mycobacterium_tuberculosis_h37rv	83332	Rv3859c	CCP46688	CCP46688	AL123456	CCP46688
Mycobacterium_tuberculosis_h37rv	83332	Rv3860	CCP46689	CCP46689	AL123456	CCP46689
Mycobacterium_tuberculosis_h37rv	83332	Rv3861	CCP46690	CCP46690	AL123456	CCP46690
Mycobacterium_tuberculosis_h37rv	83332	Rv3862c	CCP46691	CCP46691	AL123456	CCP46691
Mycobacterium_tuberculosis_h37rv	83332	Rv3863	CCP46692	CCP46692	AL123456	CCP46692
Mycobacterium_tuberculosis_h37rv	83332	Rv3864	CCP46693	CCP46693	AL123456	CCP46693
Mycobacterium_tuberculosis_h37rv	83332	Rv3865	CCP46694	CCP46694	AL123456	CCP46694
Mycobacterium_tuberculosis_h37rv	83332	Rv3866	CCP46695	CCP46695	AL123456	CCP46695
Mycobacterium_tuberculosis_h37rv	83332	Rv3867	CCP46696	CCP46696	AL123456	CCP46696
Mycobacterium_tuberculosis_h37rv	83332	Rv3868	CCP46697	CCP46697	AL123456	CCP46697
Mycobacterium_tuberculosis_h37rv	83332	Rv3869	CCP46698	CCP46698	AL123456	CCP46698
Mycobacterium_tuberculosis_h37rv	83332	Rv3870	CCP46699	CCP46699	AL123456	CCP46699
Mycobacterium_tuberculosis_h37rv	83332	Rv3871	CCP46700	CCP46700	AL123456	CCP46700
Mycobacterium_tuberculosis_h37rv	83332	Rv3872	CCP46701	CCP46701	AL123456	CCP46701
Mycobacterium_tuberculosis_h37rv	83332	Rv3873	CCP46702	CCP46702	AL123456	CCP46702
Mycobacterium_tuberculosis_h37rv	83332	Rv3874	CCP46703	CCP46703	AL123456	CCP46703
Mycobacterium_tuberculosis_h37rv	83332	Rv3875	CCP46704	CCP46704	AL123456	CCP46704
Mycobacterium_tuberculosis_h37rv	83332	Rv3876	CCP46705	CCP46705	AL123456	CCP46705
Mycobacterium_tuberculosis_h37rv	83332	Rv3877	CCP46706	CCP46706	AL123456	CCP46706
Mycobacterium_tuberculosis_h37rv	83332	Rv3878	CCP46707	CCP46707	AL123456	CCP46707
