species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Mycobacterium_tuberculosis_h37rv	83332	Rv3357	CCP46178	CCP46178	AL123456	CCP46178
Mycobacterium_tuberculosis_h37rv	83332	Rv3358	CCP46179	CCP46179	AL123456	CCP46179
Mycobacterium_tuberculosis_h37rv	83332	Rv3359	CCP46180	CCP46180	AL123456	CCP46180
Mycobacterium_tuberculosis_h37rv	83332	Rv3360	CCP46181	CCP46181	AL123456	CCP46181
Mycobacterium_tuberculosis_h37rv	83332	Rv3361c	CCP46182	CCP46182	AL123456	CCP46182
Mycobacterium_tuberculosis_h37rv	83332	Rv3362c	CCP46183	CCP46183	AL123456	CCP46183
Mycobacterium_tuberculosis_h37rv	83332	Rv3363c	CCP46184	CCP46184	AL123456	CCP46184
Mycobacterium_tuberculosis_h37rv	83332	Rv3364c	CCP46185	CCP46185	AL123456	CCP46185
Mycobacterium_tuberculosis_h37rv	83332	Rv3365c	CCP46186	CCP46186	AL123456	CCP46186
Mycobacterium_tuberculosis_h37rv	83332	Rv3366	CCP46187	CCP46187	AL123456	CCP46187
Mycobacterium_tuberculosis_h37rv	83332	Rv3367	CCP46188	CCP46188	AL123456	CCP46188
Mycobacterium_tuberculosis_h37rv	83332	Rv3368c	CCP46189	CCP46189	AL123456	CCP46189
Mycobacterium_tuberculosis_h37rv	83332	Rv3369	CCP46190	CCP46190	AL123456	CCP46190
Mycobacterium_tuberculosis_h37rv	83332	Rv3370c	CCP46191	CCP46191	AL123456	CCP46191
Mycobacterium_tuberculosis_h37rv	83332	Rv3371	CCP46192	CCP46192	AL123456	CCP46192
Mycobacterium_tuberculosis_h37rv	83332	Rv3372	CCP46193	CCP46193	AL123456	CCP46193
Mycobacterium_tuberculosis_h37rv	83332	Rv3373	CCP46194	CCP46194	AL123456	CCP46194
Mycobacterium_tuberculosis_h37rv	83332	Rv3374	CCP46195	CCP46195	AL123456	CCP46195
Mycobacterium_tuberculosis_h37rv	83332	Rv3375	CCP46196	CCP46196	AL123456	CCP46196
Mycobacterium_tuberculosis_h37rv	83332	Rv3376	CCP46197	CCP46197	AL123456	CCP46197
Mycobacterium_tuberculosis_h37rv	83332	Rv3377c	CCP46198	CCP46198	AL123456	CCP46198
Mycobacterium_tuberculosis_h37rv	83332	Rv3378c	CCP46199	CCP46199	AL123456	CCP46199
Mycobacterium_tuberculosis_h37rv	83332	Rv3379c	CCP46200	CCP46200	AL123456	CCP46200
Mycobacterium_tuberculosis_h37rv	83332	Rv3380c	CCP46201	CCP46201	AL123456	CCP46201
Mycobacterium_tuberculosis_h37rv	83332	Rv3381c	CCP46202	CCP46202	AL123456	CCP46202
Mycobacterium_tuberculosis_h37rv	83332	Rv3382c	CCP46203	CCP46203	AL123456	CCP46203
Mycobacterium_tuberculosis_h37rv	83332	Rv3383c	CCP46204	CCP46204	AL123456	CCP46204
Mycobacterium_tuberculosis_h37rv	83332	Rv3384c	CCP46205	CCP46205	AL123456	CCP46205
Mycobacterium_tuberculosis_h37rv	83332	Rv3385c	CCP46206	CCP46206	AL123456	CCP46206
Mycobacterium_tuberculosis_h37rv	83332	Rv3386	CCP46207	CCP46207	AL123456	CCP46207
Mycobacterium_tuberculosis_h37rv	83332	Rv3387	CCP46208	CCP46208	AL123456	CCP46208
Mycobacterium_tuberculosis_h37rv	83332	Rv3388	CCP46209	CCP46209	AL123456	CCP46209
Mycobacterium_tuberculosis_h37rv	83332	Rv3389c	CCP46210	CCP46210	AL123456	CCP46210
Mycobacterium_tuberculosis_h37rv	83332	Rv3390	CCP46211	CCP46211	AL123456	CCP46211
Mycobacterium_tuberculosis_h37rv	83332	Rv3391	CCP46212	CCP46212	AL123456	CCP46212
Mycobacterium_tuberculosis_h37rv	83332	Rv3392c	CCP46213	CCP46213	AL123456	CCP46213
Mycobacterium_tuberculosis_h37rv	83332	Rv3393	CCP46214	CCP46214	AL123456	CCP46214
Mycobacterium_tuberculosis_h37rv	83332	Rv3394c	CCP46215	CCP46215	AL123456	CCP46215
Mycobacterium_tuberculosis_h37rv	83332	Rv3395A	CCP46217	CCP46217	AL123456	CCP46217
Mycobacterium_tuberculosis_h37rv	83332	Rv3395c	CCP46216	CCP46216	AL123456	CCP46216
Mycobacterium_tuberculosis_h37rv	83332	Rv3396c	CCP46218	CCP46218	AL123456	CCP46218
Mycobacterium_tuberculosis_h37rv	83332	Rv3397c	CCP46219	CCP46219	AL123456	CCP46219
Mycobacterium_tuberculosis_h37rv	83332	Rv3398c	CCP46220	CCP46220	AL123456	CCP46220
Mycobacterium_tuberculosis_h37rv	83332	Rv3399	CCP46221	CCP46221	AL123456	CCP46221
Mycobacterium_tuberculosis_h37rv	83332	Rv3400	CCP46222	CCP46222	AL123456	CCP46222
Mycobacterium_tuberculosis_h37rv	83332	Rv3401	CCP46223	CCP46223	AL123456	CCP46223
Mycobacterium_tuberculosis_h37rv	83332	Rv3402c	CCP46224	CCP46224	AL123456	CCP46224
Mycobacterium_tuberculosis_h37rv	83332	Rv3403c	CCP46225	CCP46225	AL123456	CCP46225
Mycobacterium_tuberculosis_h37rv	83332	Rv3404c	CCP46226	CCP46226	AL123456	CCP46226
Mycobacterium_tuberculosis_h37rv	83332	Rv3405c	CCP46227	CCP46227	AL123456	CCP46227
Mycobacterium_tuberculosis_h37rv	83332	Rv3406	CCP46228	CCP46228	AL123456	CCP46228
Mycobacterium_tuberculosis_h37rv	83332	Rv3407	CCP46229	CCP46229	AL123456	CCP46229
Mycobacterium_tuberculosis_h37rv	83332	Rv3408	CCP46230	CCP46230	AL123456	CCP46230
Mycobacterium_tuberculosis_h37rv	83332	Rv3409c	CCP46231	CCP46231	AL123456	CCP46231
Mycobacterium_tuberculosis_h37rv	83332	Rv3410c	CCP46232	CCP46232	AL123456	CCP46232
Mycobacterium_tuberculosis_h37rv	83332	Rv3411c	CCP46233	CCP46233	AL123456	CCP46233
Mycobacterium_tuberculosis_h37rv	83332	Rv3412	CCP46234	CCP46234	AL123456	CCP46234
Mycobacterium_tuberculosis_h37rv	83332	Rv3413c	CCP46235	CCP46235	AL123456	CCP46235
Mycobacterium_tuberculosis_h37rv	83332	Rv3414c	CCP46236	CCP46236	AL123456	CCP46236
Mycobacterium_tuberculosis_h37rv	83332	Rv3415c	CCP46237	CCP46237	AL123456	CCP46237
Mycobacterium_tuberculosis_h37rv	83332	Rv3416	CCP46238	CCP46238	AL123456	CCP46238
Mycobacterium_tuberculosis_h37rv	83332	Rv3417c	CCP46239	CCP46239	AL123456	CCP46239
Mycobacterium_tuberculosis_h37rv	83332	Rv3418c	CCP46240	CCP46240	AL123456	CCP46240
Mycobacterium_tuberculosis_h37rv	83332	Rv3419c	CCP46241	CCP46241	AL123456	CCP46241
Mycobacterium_tuberculosis_h37rv	83332	Rv3420c	CCP46242	CCP46242	AL123456	CCP46242
Mycobacterium_tuberculosis_h37rv	83332	Rv3421c	CCP46243	CCP46243	AL123456	CCP46243
Mycobacterium_tuberculosis_h37rv	83332	Rv3422c	CCP46244	CCP46244	AL123456	CCP46244
Mycobacterium_tuberculosis_h37rv	83332	Rv3423c	CCP46245	CCP46245	AL123456	CCP46245
Mycobacterium_tuberculosis_h37rv	83332	Rv3424c	CCP46246	CCP46246	AL123456	CCP46246
Mycobacterium_tuberculosis_h37rv	83332	Rv3425	CCP46247	CCP46247	AL123456	CCP46247
Mycobacterium_tuberculosis_h37rv	83332	Rv3426	CCP46248	CCP46248	AL123456	CCP46248
Mycobacterium_tuberculosis_h37rv	83332	Rv3427c	CCP46249	CCP46249	AL123456	CCP46249
Mycobacterium_tuberculosis_h37rv	83332	Rv3428c	CCP46250	CCP46250	AL123456	CCP46250
Mycobacterium_tuberculosis_h37rv	83332	Rv3429	CCP46251	CCP46251	AL123456	CCP46251
Mycobacterium_tuberculosis_h37rv	83332	Rv3430c	CCP46252	CCP46252	AL123456	CCP46252
Mycobacterium_tuberculosis_h37rv	83332	Rv3431c	CCP46253	CCP46253	AL123456	CCP46253
Mycobacterium_tuberculosis_h37rv	83332	Rv3432c	CCP46254	CCP46254	AL123456	CCP46254
Mycobacterium_tuberculosis_h37rv	83332	Rv3433c	CCP46255	CCP46255	AL123456	CCP46255
Mycobacterium_tuberculosis_h37rv	83332	Rv3434c	CCP46256	CCP46256	AL123456	CCP46256
Mycobacterium_tuberculosis_h37rv	83332	Rv3435c	CCP46257	CCP46257	AL123456	CCP46257
Mycobacterium_tuberculosis_h37rv	83332	Rv3436c	CCP46258	CCP46258	AL123456	CCP46258
Mycobacterium_tuberculosis_h37rv	83332	Rv3437	CCP46259	CCP46259	AL123456	CCP46259
Mycobacterium_tuberculosis_h37rv	83332	Rv3438	CCP46260	CCP46260	AL123456	CCP46260
Mycobacterium_tuberculosis_h37rv	83332	Rv3439c	CCP46261	CCP46261	AL123456	CCP46261
Mycobacterium_tuberculosis_h37rv	83332	Rv3440c	CCP46262	CCP46262	AL123456	CCP46262
Mycobacterium_tuberculosis_h37rv	83332	Rv3441c	CCP46263	CCP46263	AL123456	CCP46263
Mycobacterium_tuberculosis_h37rv	83332	Rv3442c	CCP46264	CCP46264	AL123456	CCP46264
Mycobacterium_tuberculosis_h37rv	83332	Rv3443c	CCP46265	CCP46265	AL123456	CCP46265
Mycobacterium_tuberculosis_h37rv	83332	Rv3444c	CCP46266	CCP46266	AL123456	CCP46266
Mycobacterium_tuberculosis_h37rv	83332	Rv3445c	CCP46267	CCP46267	AL123456	CCP46267
Mycobacterium_tuberculosis_h37rv	83332	Rv3446c	CCP46268	CCP46268	AL123456	CCP46268
Mycobacterium_tuberculosis_h37rv	83332	Rv3447c	CCP46269	CCP46269	AL123456	CCP46269
Mycobacterium_tuberculosis_h37rv	83332	Rv3448	CCP46270	CCP46270	AL123456	CCP46270
Mycobacterium_tuberculosis_h37rv	83332	Rv3449	CCP46271	CCP46271	AL123456	CCP46271
Mycobacterium_tuberculosis_h37rv	83332	Rv3450c	CCP46272	CCP46272	AL123456	CCP46272
Mycobacterium_tuberculosis_h37rv	83332	Rv3451	CCP46273	CCP46273	AL123456	CCP46273
Mycobacterium_tuberculosis_h37rv	83332	Rv3452	CCP46274	CCP46274	AL123456	CCP46274
Mycobacterium_tuberculosis_h37rv	83332	Rv3453	CCP46275	CCP46275	AL123456	CCP46275
Mycobacterium_tuberculosis_h37rv	83332	Rv3454	CCP46276	CCP46276	AL123456	CCP46276
Mycobacterium_tuberculosis_h37rv	83332	Rv3455c	CCP46277	CCP46277	AL123456	CCP46277
Mycobacterium_tuberculosis_h37rv	83332	Rv3456c	CCP46278	CCP46278	AL123456	CCP46278
Mycobacterium_tuberculosis_h37rv	83332	Rv3457c	CCP46279	CCP46279	AL123456	CCP46279
Mycobacterium_tuberculosis_h37rv	83332	Rv3458c	CCP46280	CCP46280	AL123456	CCP46280
Mycobacterium_tuberculosis_h37rv	83332	Rv3459c	CCP46281	CCP46281	AL123456	CCP46281
Mycobacterium_tuberculosis_h37rv	83332	Rv3460c	CCP46282	CCP46282	AL123456	CCP46282
Mycobacterium_tuberculosis_h37rv	83332	Rv3461c	CCP46283	CCP46283	AL123456	CCP46283
Mycobacterium_tuberculosis_h37rv	83332	Rv3462c	CCP46284	CCP46284	AL123456	CCP46284
Mycobacterium_tuberculosis_h37rv	83332	Rv3463	CCP46285	CCP46285	AL123456	CCP46285
Mycobacterium_tuberculosis_h37rv	83332	Rv3464	CCP46286	CCP46286	AL123456	CCP46286
Mycobacterium_tuberculosis_h37rv	83332	Rv3465	CCP46287	CCP46287	AL123456	CCP46287
Mycobacterium_tuberculosis_h37rv	83332	Rv3466	CCP46288	CCP46288	AL123456	CCP46288
Mycobacterium_tuberculosis_h37rv	83332	Rv3467	CCP46289	CCP46289	AL123456	CCP46289
Mycobacterium_tuberculosis_h37rv	83332	Rv3468c	CCP46290	CCP46290	AL123456	CCP46290
Mycobacterium_tuberculosis_h37rv	83332	Rv3469c	CCP46291	CCP46291	AL123456	CCP46291
Mycobacterium_tuberculosis_h37rv	83332	Rv3470c	CCP46292	CCP46292	AL123456	CCP46292
Mycobacterium_tuberculosis_h37rv	83332	Rv3471c	CCP46293	CCP46293	AL123456	CCP46293
Mycobacterium_tuberculosis_h37rv	83332	Rv3472	CCP46294	CCP46294	AL123456	CCP46294
Mycobacterium_tuberculosis_h37rv	83332	Rv3473c	CCP46295	CCP46295	AL123456	CCP46295
Mycobacterium_tuberculosis_h37rv	83332	Rv3474	CCP46296	CCP46296	AL123456	CCP46296
Mycobacterium_tuberculosis_h37rv	83332	Rv3475	CCP46297	CCP46297	AL123456	CCP46297
Mycobacterium_tuberculosis_h37rv	83332	Rv3476c	CCP46298	CCP46298	AL123456	CCP46298
Mycobacterium_tuberculosis_h37rv	83332	Rv3477	CCP46299	CCP46299	AL123456	CCP46299
Mycobacterium_tuberculosis_h37rv	83332	Rv3478	CCP46300	CCP46300	AL123456	CCP46300
Mycobacterium_tuberculosis_h37rv	83332	Rv3479	CCP46301	CCP46301	AL123456	CCP46301
Mycobacterium_tuberculosis_h37rv	83332	Rv3480c	CCP46302	CCP46302	AL123456	CCP46302
Mycobacterium_tuberculosis_h37rv	83332	Rv3481c	CCP46303	CCP46303	AL123456	CCP46303
Mycobacterium_tuberculosis_h37rv	83332	Rv3482c	CCP46304	CCP46304	AL123456	CCP46304
Mycobacterium_tuberculosis_h37rv	83332	Rv3483c	CCP46305	CCP46305	AL123456	CCP46305
Mycobacterium_tuberculosis_h37rv	83332	Rv3484	CCP46306	CCP46306	AL123456	CCP46306
Mycobacterium_tuberculosis_h37rv	83332	Rv3485c	CCP46307	CCP46307	AL123456	CCP46307
Mycobacterium_tuberculosis_h37rv	83332	Rv3486	CCP46308	CCP46308	AL123456	CCP46308
Mycobacterium_tuberculosis_h37rv	83332	Rv3487c	CCP46309	CCP46309	AL123456	CCP46309
Mycobacterium_tuberculosis_h37rv	83332	Rv3488	CCP46310	CCP46310	AL123456	CCP46310
Mycobacterium_tuberculosis_h37rv	83332	Rv3489	CCP46311	CCP46311	AL123456	CCP46311
Mycobacterium_tuberculosis_h37rv	83332	Rv3490	CCP46312	CCP46312	AL123456	CCP46312
Mycobacterium_tuberculosis_h37rv	83332	Rv3491	CCP46313	CCP46313	AL123456	CCP46313
Mycobacterium_tuberculosis_h37rv	83332	Rv3492c	CCP46314	CCP46314	AL123456	CCP46314
Mycobacterium_tuberculosis_h37rv	83332	Rv3493c	CCP46315	CCP46315	AL123456	CCP46315
Mycobacterium_tuberculosis_h37rv	83332	Rv3494c	CCP46316	CCP46316	AL123456	CCP46316
Mycobacterium_tuberculosis_h37rv	83332	Rv3495c	CCP46317	CCP46317	AL123456	CCP46317
Mycobacterium_tuberculosis_h37rv	83332	Rv3496c	CCP46318	CCP46318	AL123456	CCP46318
Mycobacterium_tuberculosis_h37rv	83332	Rv3497c	CCP46319	CCP46319	AL123456	CCP46319
Mycobacterium_tuberculosis_h37rv	83332	Rv3498c	CCP46320	CCP46320	AL123456	CCP46320
Mycobacterium_tuberculosis_h37rv	83332	Rv3499c	CCP46321	CCP46321	AL123456	CCP46321
Mycobacterium_tuberculosis_h37rv	83332	Rv3500c	CCP46322	CCP46322	AL123456	CCP46322
Mycobacterium_tuberculosis_h37rv	83332	Rv3501c	CCP46323	CCP46323	AL123456	CCP46323
Mycobacterium_tuberculosis_h37rv	83332	Rv3502c	CCP46324	CCP46324	AL123456	CCP46324
Mycobacterium_tuberculosis_h37rv	83332	Rv3503c	CCP46325	CCP46325	AL123456	CCP46325
Mycobacterium_tuberculosis_h37rv	83332	Rv3504	CCP46326	CCP46326	AL123456	CCP46326
Mycobacterium_tuberculosis_h37rv	83332	Rv3505	CCP46327	CCP46327	AL123456	CCP46327
Mycobacterium_tuberculosis_h37rv	83332	Rv3506	CCP46328	CCP46328	AL123456	CCP46328
Mycobacterium_tuberculosis_h37rv	83332	Rv3507	CCP46329	CCP46329	AL123456	CCP46329
Mycobacterium_tuberculosis_h37rv	83332	Rv3508	CCP46330	CCP46330	AL123456	CCP46330
Mycobacterium_tuberculosis_h37rv	83332	Rv3509c	CCP46331	CCP46331	AL123456	CCP46331
Mycobacterium_tuberculosis_h37rv	83332	Rv3510c	CCP46332	CCP46332	AL123456	CCP46332
Mycobacterium_tuberculosis_h37rv	83332	Rv3511	CCP46333	CCP46333	AL123456	CCP46333
Mycobacterium_tuberculosis_h37rv	83332	Rv3512	CCP46334	CCP46334	AL123456	CCP46334
Mycobacterium_tuberculosis_h37rv	83332	Rv3513c	CCP46335	CCP46335	AL123456	CCP46335
Mycobacterium_tuberculosis_h37rv	83332	Rv3514	CCP46336	CCP46336	AL123456	CCP46336
Mycobacterium_tuberculosis_h37rv	83332	Rv3515c	CCP46337	CCP46337	AL123456	CCP46337
Mycobacterium_tuberculosis_h37rv	83332	Rv3516	CCP46338	CCP46338	AL123456	CCP46338
Mycobacterium_tuberculosis_h37rv	83332	Rv3517	CCP46339	CCP46339	AL123456	CCP46339
Mycobacterium_tuberculosis_h37rv	83332	Rv3518c	CCP46340	CCP46340	AL123456	CCP46340
Mycobacterium_tuberculosis_h37rv	83332	Rv3519	CCP46341	CCP46341	AL123456	CCP46341
Mycobacterium_tuberculosis_h37rv	83332	Rv3520c	CCP46342	CCP46342	AL123456	CCP46342
Mycobacterium_tuberculosis_h37rv	83332	Rv3521	CCP46343	CCP46343	AL123456	CCP46343
Mycobacterium_tuberculosis_h37rv	83332	Rv3522	CCP46344	CCP46344	AL123456	CCP46344
Mycobacterium_tuberculosis_h37rv	83332	Rv3523	CCP46345	CCP46345	AL123456	CCP46345
Mycobacterium_tuberculosis_h37rv	83332	Rv3524	CCP46346	CCP46346	AL123456	CCP46346
Mycobacterium_tuberculosis_h37rv	83332	Rv3525c	CCP46347	CCP46347	AL123456	CCP46347
Mycobacterium_tuberculosis_h37rv	83332	Rv3526	CCP46348	CCP46348	AL123456	CCP46348
Mycobacterium_tuberculosis_h37rv	83332	Rv3527	CCP46349	CCP46349	AL123456	CCP46349
Mycobacterium_tuberculosis_h37rv	83332	Rv3528c	CCP46350	CCP46350	AL123456	CCP46350
Mycobacterium_tuberculosis_h37rv	83332	Rv3529c	CCP46351	CCP46351	AL123456	CCP46351
Mycobacterium_tuberculosis_h37rv	83332	Rv3530c	CCP46352	CCP46352	AL123456	CCP46352
Mycobacterium_tuberculosis_h37rv	83332	Rv3531c	CCP46353	CCP46353	AL123456	CCP46353
Mycobacterium_tuberculosis_h37rv	83332	Rv3532	CCP46354	CCP46354	AL123456	CCP46354
Mycobacterium_tuberculosis_h37rv	83332	Rv3533c	CCP46355	CCP46355	AL123456	CCP46355
Mycobacterium_tuberculosis_h37rv	83332	Rv3534c	CCP46356	CCP46356	AL123456	CCP46356
Mycobacterium_tuberculosis_h37rv	83332	Rv3535c	CCP46357	CCP46357	AL123456	CCP46357
Mycobacterium_tuberculosis_h37rv	83332	Rv3536c	CCP46358	CCP46358	AL123456	CCP46358
Mycobacterium_tuberculosis_h37rv	83332	Rv3537	CCP46359	CCP46359	AL123456	CCP46359
Mycobacterium_tuberculosis_h37rv	83332	Rv3538	CCP46360	CCP46360	AL123456	CCP46360
Mycobacterium_tuberculosis_h37rv	83332	Rv3539	CCP46361	CCP46361	AL123456	CCP46361
Mycobacterium_tuberculosis_h37rv	83332	Rv3540c	CCP46362	CCP46362	AL123456	CCP46362
Mycobacterium_tuberculosis_h37rv	83332	Rv3541c	CCP46363	CCP46363	AL123456	CCP46363
Mycobacterium_tuberculosis_h37rv	83332	Rv3542c	CCP46364	CCP46364	AL123456	CCP46364
Mycobacterium_tuberculosis_h37rv	83332	Rv3543c	CCP46365	CCP46365	AL123456	CCP46365
Mycobacterium_tuberculosis_h37rv	83332	Rv3544c	CCP46366	CCP46366	AL123456	CCP46366
Mycobacterium_tuberculosis_h37rv	83332	Rv3545c	CCP46367	CCP46367	AL123456	CCP46367
Mycobacterium_tuberculosis_h37rv	83332	Rv3546	CCP46368	CCP46368	AL123456	CCP46368
Mycobacterium_tuberculosis_h37rv	83332	Rv3547	CCP46369	CCP46369	AL123456	CCP46369
Mycobacterium_tuberculosis_h37rv	83332	Rv3548c	CCP46370	CCP46370	AL123456	CCP46370
Mycobacterium_tuberculosis_h37rv	83332	Rv3549c	CCP46371	CCP46371	AL123456	CCP46371
Mycobacterium_tuberculosis_h37rv	83332	Rv3550	CCP46372	CCP46372	AL123456	CCP46372
Mycobacterium_tuberculosis_h37rv	83332	Rv3551	CCP46373	CCP46373	AL123456	CCP46373
Mycobacterium_tuberculosis_h37rv	83332	Rv3552	CCP46374	CCP46374	AL123456	CCP46374
Mycobacterium_tuberculosis_h37rv	83332	Rv3553	CCP46375	CCP46375	AL123456	CCP46375
Mycobacterium_tuberculosis_h37rv	83332	Rv3554	CCP46376	CCP46376	AL123456	CCP46376
Mycobacterium_tuberculosis_h37rv	83332	Rv3555c	CCP46377	CCP46377	AL123456	CCP46377
Mycobacterium_tuberculosis_h37rv	83332	Rv3556c	CCP46378	CCP46378	AL123456	CCP46378
Mycobacterium_tuberculosis_h37rv	83332	Rv3557c	CCP46379	CCP46379	AL123456	CCP46379
Mycobacterium_tuberculosis_h37rv	83332	Rv3558	CCP46380	CCP46380	AL123456	CCP46380
Mycobacterium_tuberculosis_h37rv	83332	Rv3559c	CCP46381	CCP46381	AL123456	CCP46381
Mycobacterium_tuberculosis_h37rv	83332	Rv3560c	CCP46382	CCP46382	AL123456	CCP46382
Mycobacterium_tuberculosis_h37rv	83332	Rv3561	CCP46383	CCP46383	AL123456	CCP46383
Mycobacterium_tuberculosis_h37rv	83332	Rv3562	CCP46384	CCP46384	AL123456	CCP46384
Mycobacterium_tuberculosis_h37rv	83332	Rv3563	CCP46385	CCP46385	AL123456	CCP46385
Mycobacterium_tuberculosis_h37rv	83332	Rv3564	CCP46386	CCP46386	AL123456	CCP46386
Mycobacterium_tuberculosis_h37rv	83332	Rv3565	CCP46387	CCP46387	AL123456	CCP46387
Mycobacterium_tuberculosis_h37rv	83332	Rv3566A	CCP46389	CCP46389	AL123456	CCP46389
Mycobacterium_tuberculosis_h37rv	83332	Rv3566c	CCP46388	CCP46388	AL123456	CCP46388
Mycobacterium_tuberculosis_h37rv	83332	Rv3567c	CCP46390	CCP46390	AL123456	CCP46390
Mycobacterium_tuberculosis_h37rv	83332	Rv3568c	CCP46391	CCP46391	AL123456	CCP46391
Mycobacterium_tuberculosis_h37rv	83332	Rv3569c	CCP46392	CCP46392	AL123456	CCP46392
Mycobacterium_tuberculosis_h37rv	83332	Rv3570c	CCP46393	CCP46393	AL123456	CCP46393
Mycobacterium_tuberculosis_h37rv	83332	Rv3571	CCP46394	CCP46394	AL123456	CCP46394
Mycobacterium_tuberculosis_h37rv	83332	Rv3572	CCP46395	CCP46395	AL123456	CCP46395
Mycobacterium_tuberculosis_h37rv	83332	Rv3573c	CCP46396	CCP46396	AL123456	CCP46396
Mycobacterium_tuberculosis_h37rv	83332	Rv3574	CCP46397	CCP46397	AL123456	CCP46397
Mycobacterium_tuberculosis_h37rv	83332	Rv3575c	CCP46398	CCP46398	AL123456	CCP46398
Mycobacterium_tuberculosis_h37rv	83332	Rv3576	CCP46399	CCP46399	AL123456	CCP46399
Mycobacterium_tuberculosis_h37rv	83332	Rv3577	CCP46400	CCP46400	AL123456	CCP46400
Mycobacterium_tuberculosis_h37rv	83332	Rv3578	CCP46401	CCP46401	AL123456	CCP46401
Mycobacterium_tuberculosis_h37rv	83332	Rv3579c	CCP46402	CCP46402	AL123456	CCP46402
Mycobacterium_tuberculosis_h37rv	83332	Rv3580c	CCP46403	CCP46403	AL123456	CCP46403
Mycobacterium_tuberculosis_h37rv	83332	Rv3581c	CCP46404	CCP46404	AL123456	CCP46404
Mycobacterium_tuberculosis_h37rv	83332	Rv3582c	CCP46405	CCP46405	AL123456	CCP46405
Mycobacterium_tuberculosis_h37rv	83332	Rv3583c	CCP46406	CCP46406	AL123456	CCP46406
Mycobacterium_tuberculosis_h37rv	83332	Rv3584	CCP46407	CCP46407	AL123456	CCP46407
Mycobacterium_tuberculosis_h37rv	83332	Rv3585	CCP46408	CCP46408	AL123456	CCP46408
Mycobacterium_tuberculosis_h37rv	83332	Rv3586	CCP46409	CCP46409	AL123456	CCP46409
Mycobacterium_tuberculosis_h37rv	83332	Rv3587c	CCP46410	CCP46410	AL123456	CCP46410
Mycobacterium_tuberculosis_h37rv	83332	Rv3588c	CCP46411	CCP46411	AL123456	CCP46411
Mycobacterium_tuberculosis_h37rv	83332	Rv3589	CCP46412	CCP46412	AL123456	CCP46412
Mycobacterium_tuberculosis_h37rv	83332	Rv3590c	CCP46413	CCP46413	AL123456	CCP46413
Mycobacterium_tuberculosis_h37rv	83332	Rv3591c	CCP46414	CCP46414	AL123456	CCP46414
Mycobacterium_tuberculosis_h37rv	83332	Rv3592	CCP46415	CCP46415	AL123456	CCP46415
Mycobacterium_tuberculosis_h37rv	83332	Rv3593	CCP46416	CCP46416	AL123456	CCP46416
Mycobacterium_tuberculosis_h37rv	83332	Rv3594	CCP46417	CCP46417	AL123456	CCP46417
Mycobacterium_tuberculosis_h37rv	83332	Rv3595c	CCP46418	CCP46418	AL123456	CCP46418
Mycobacterium_tuberculosis_h37rv	83332	Rv3596c	CCP46419	CCP46419	AL123456	CCP46419
Mycobacterium_tuberculosis_h37rv	83332	Rv3597c	CCP46420	CCP46420	AL123456	CCP46420
Mycobacterium_tuberculosis_h37rv	83332	Rv3598c	CCP46421	CCP46421	AL123456	CCP46421
Mycobacterium_tuberculosis_h37rv	83332	Rv3599c	CCP46422	CCP46422	AL123456	CCP46422
Mycobacterium_tuberculosis_h37rv	83332	Rv3600c	CCP46423	CCP46423	AL123456	CCP46423
Mycobacterium_tuberculosis_h37rv	83332	Rv3601c	CCP46424	CCP46424	AL123456	CCP46424
Mycobacterium_tuberculosis_h37rv	83332	Rv3602c	CCP46425	CCP46425	AL123456	CCP46425
Mycobacterium_tuberculosis_h37rv	83332	Rv3603c	CCP46426	CCP46426	AL123456	CCP46426
Mycobacterium_tuberculosis_h37rv	83332	Rv3604c	CCP46427	CCP46427	AL123456	CCP46427
Mycobacterium_tuberculosis_h37rv	83332	Rv3605c	CCP46428	CCP46428	AL123456	CCP46428
Mycobacterium_tuberculosis_h37rv	83332	Rv3606c	CCP46429	CCP46429	AL123456	CCP46429
Mycobacterium_tuberculosis_h37rv	83332	Rv3607c	CCP46430	CCP46430	AL123456	CCP46430
Mycobacterium_tuberculosis_h37rv	83332	Rv3608c	CCP46431	CCP46431	AL123456	CCP46431
Mycobacterium_tuberculosis_h37rv	83332	Rv3609c	CCP46432	CCP46432	AL123456	CCP46432
Mycobacterium_tuberculosis_h37rv	83332	Rv3610c	CCP46433	CCP46433	AL123456	CCP46433
Mycobacterium_tuberculosis_h37rv	83332	Rv3611	CCP46434	CCP46434	AL123456	CCP46434
Mycobacterium_tuberculosis_h37rv	83332	Rv3612c	CCP46435	CCP46435	AL123456	CCP46435
Mycobacterium_tuberculosis_h37rv	83332	Rv3613c	CCP46436	CCP46436	AL123456	CCP46436
Mycobacterium_tuberculosis_h37rv	83332	Rv3614c	CCP46437	CCP46437	AL123456	CCP46437
Mycobacterium_tuberculosis_h37rv	83332	Rv3615c	CCP46438	CCP46438	AL123456	CCP46438
Mycobacterium_tuberculosis_h37rv	83332	Rv3616c	CCP46439	CCP46439	AL123456	CCP46439
Mycobacterium_tuberculosis_h37rv	83332	Rv3617	CCP46440	CCP46440	AL123456	CCP46440
Mycobacterium_tuberculosis_h37rv	83332	Rv3618	CCP46441	CCP46441	AL123456	CCP46441
Mycobacterium_tuberculosis_h37rv	83332	Rv3619c	CCP46442	CCP46442	AL123456	CCP46442
